Reports - Non Property Floodings - 01/01/2023 - 31/12/2023 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
37831,,438897,233134,WITTINGTON SCHOOL LANE BANBURY WITTINGTON OX154JX,2023-07-24 00:00:00,2023-07-22 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,50,TWUL (LOCAL)
37830,,4677218,1737676,X CHURCH END LANE READING RG304XX,2023-07-23 00:00:00,2023-07-22 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37832,,523246,215504,X NODE WAY GARDENS WELWYN AL6 9XX,2023-07-24 00:00:00,2023-07-23 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
1459,West Oxfordshire,4413023,2027797,STANDLAKE RD NORTHMOOR OX29 5AY,2023-07-27 00:00:00,2023-07-26 00:00:00,Foul F,Collapse,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37833,,4122618,1839046,XX KIRKSTALL CLOSE SWINDON SN5 8XX,2023-07-27 00:00:00,2023-07-26 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37835,,453599,202157,HEALTH CARE CENTRE SITE ARMSTRONG ROAD OXFORDSHIRE OX4 4UW,2023-07-31 00:00:00,2023-07-27 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
17170,Sevenoaks,5449832,1619641,XXX XXXX CUDHAM LANE NORTH CUDHAM TN14 7XX,2023-07-31 00:00:00,2023-07-22 00:00:00,Combined C,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
26763,West Oxfordshire,4250497,2121568,XX-XX SHEEP ST BURFORD OX18 4XX,2023-07-29 00:00:00,2023-07-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37836,,4821267,2154407,THE PAVILION WATERMEAD AYLESBURY THE PAVILION HP190FY,2023-07-31 00:00:00,2023-07-28 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37837,,4942148,1753636,MERLINS ST. LEONARDS HILL WINDSOR SL4 4AT,2023-07-31 00:00:00,2023-07-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37838,,452235,166397,X CAVALRY CLOSE THATCHAM RG194XX,2023-07-31 00:00:00,2023-07-30 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TRANSFERRED ASSET (2011)
37840,,4558338,2218697,PARKSIDE BICESTER OX261UF,2023-08-01 00:00:00,2023-07-31 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37839,,459859,185787,XX NEWLANDS WAY OXFORDSHIRE OX109XX,2023-08-01 00:00:00,2023-07-31 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
37841,,4582189,2025607,X NORTH MANOR OXFORD OX449XX,2023-08-01 00:00:00,2023-08-01 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37842,,4565752,1934152,THE MANOR HOUSE ABINGDON OX144RA,2023-08-02 00:00:00,2023-08-01 00:00:00,Foul F,Collapse,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37843,,4875785,1942617,X SHERATON DRIVE HIGH WYCOMBE HP136XX,2023-08-02 00:00:00,2023-08-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37844,,4875594,1942444,X SHERATON DRIVE HIGH WYCOMBE HP136XX,2023-08-02 00:00:00,2023-08-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
36504,,539556,226143,XXXXXXXX FARM COTTAGE HAY STREET WARE SG112XX,2023-08-02 00:00:00,2023-08-02 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
36504,,539556,226143,XXXXXXXX FARM COTTAGE HAY STREET WARE SG112XX,2023-08-02 00:00:00,2023-08-02 00:00:00,Foul F,Blockage,Above ground,Private Land,1 - 2 Months,,0,100,TWUL (LOCAL)
3408,Oxford,4547281,2026013,FALCON CL OXFORD OX4 6EY,2023-08-04 00:00:00,2023-08-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,10,10,TWUL (LOCAL)
37845,,524617,224158,ORION GATE BEDWELL CRESCENT STEVENAGE SG1 1WZ,2023-08-07 00:00:00,2023-08-04 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37846,,522958,185277,X CHININ MEWS LONDON NW2 4XX,2023-08-07 00:00:00,2023-08-02 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TRANSFERRED ASSET (2011)
29450,Basingstoke & Deane,4607381,1495628,X DOWN GRANGE COTTAGE WINCHESTER RD BASINGSTOKE RG22 4XX,2023-08-07 00:00:00,2023-08-06 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
1369,West Berks,4496631,1673966,XXX LOWER WAY THATCHAM RG19 3XX,2023-08-07 00:00:00,2023-08-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,CE,10,10,TWUL (LOCAL)
37848,,4495878,2129084,XX MAPLE AVENUE KIDLINGTON OX5 1XX,2023-08-07 00:00:00,2023-08-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37847,,5347911,1975682,XX PEMBROKE AVENUE ENFIELD EN1 4XX,2023-08-07 00:00:00,2023-07-30 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37849,,4796099,1358306,XX LAMERTON CLOSE BORDON GU350XX,2023-08-08 00:00:00,2023-08-07 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37850,,5198237,1520527,XXXXXXX ASHURST DRIVE TADWORTH KT207XX,2023-08-09 00:00:00,2023-07-28 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37851,,5206130,1928768,X MOUNT GROVE EDGWARE HA8 9XX,2023-08-10 00:00:00,2023-08-09 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,PRIVATE
37852,,5089214,2216292,XX NEW BEDFORD ROAD LUTON LU1 1XX,2023-08-11 00:00:00,2023-08-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37853,,5088659,2216258,XX NEW BEDFORD ROAD LUTON LU1 1XX,2023-08-11 00:00:00,2023-08-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37858,,419042,219813,HILLSIDE HOUSE POUND LANE CHELTENHAM GL542NB,2023-08-14 00:00:00,2023-08-11 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,HIGHWAY AUTHORITY
37859,,516531,185916,PERRIN ROAD WEMBLEY HA0 2NW,2023-08-14 00:00:00,2023-08-09 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
14861,Hertsmere,5153460,1976034,XXXXXX ALDENHAM RD LETCHMORE HE WD25 8XX,2023-08-14 00:00:00,2023-08-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
37857,,5335048,1938803,XXX CHURCH STREET LONDON N9 9XX,2023-08-14 00:00:00,2023-08-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37854,,4560331,2194972,X ST. GILES CLOSE BICESTER OX252XX,2023-08-12 00:00:00,2023-08-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TRANSFERRED ASSET (2011)
37861,,534112,178005,OLD KENT ROAD LONDON SE1 5AG,2023-08-14 00:00:00,2023-08-12 00:00:00,Combined C,Blockage,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
37860,,543499,178411,XX HOBBS COURT BRUMWELL AVENUE LONDON SE186XX,2023-08-14 00:00:00,2023-08-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
8189,South Oxon,4641013,1965978,X MONUMENT RD CHALGROVE OX44 7XX,2023-08-14 00:00:00,2023-08-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37862,,417856,217728,"THE OLD BAKEHOUSE TO ST JOHNS CHURCH, GREAT RISSINGTON GL542LQ",2023-08-15 00:00:00,2023-08-14 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
17752,South Oxon,4688582,1942779,XX BROOK ST WATLINGTON OX49 5XX,2023-08-15 00:00:00,2023-08-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37864,,5360581,1998664,XXX HERTFORD ROAD WALTHAM CROSS EN8 7XX,2023-08-15 00:00:00,2023-08-15 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37863,,4340912,1685860,EVERLAND ROAD HUNGERFORD RG170DX,2023-08-15 00:00:00,2023-08-14 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
37865,,5160053,1886501,XX BECKET FOLD HARROW HA1 2XX,2023-08-16 00:00:00,2023-08-16 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37866,,478749,171058,"X ASTOR CLOSE, WINNERSH, WOKINGHAM, RG41 5XX",2023-08-17 00:00:00,2023-08-07 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37867,,4454038,2284046,X FIELD COURT BICESTER OX256XX,2023-08-17 00:00:00,2023-08-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37868,,4417968,1928407,X THE PADDOCKS MAIN STREET WANTAGE OX120XX,2023-08-18 00:00:00,2023-08-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37582,,443160,188363,THE OLD VICARAGE CHURCH STREET WANTAGE OX128QA,2023-08-21 00:00:00,2023-08-19 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37872,,4849328,1882754,X KINGSWOOD PARADE MARLOW BOTTOM MARLOW SL7 3XX,2023-08-21 00:00:00,2023-08-19 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,PRIVATE
37869,,5212962,2077945,X TOMSFIELD HATFIELD AL109XX,2023-08-19 00:00:00,2023-08-18 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37873,,521800,175446,XXX UPPER RICHMOND ROAD LONDON SW155XX,2023-08-21 00:00:00,2023-08-19 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37874,,5399094,1695350,XXXXXXXXX BECKENHAM LANE BROMLEY BR2 0XX,2023-08-21 00:00:00,2023-08-20 00:00:00,Private P,Blockage,Above ground,Private Land,< 1 Month,,0,0,PRIVATE
37875,,496111,204922,THE VALE CHESHAM HP5 3NS,2023-08-21 00:00:00,2023-08-19 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37870,,4879351,2009518,X HIGH STREET GREAT MISSENDEN HP169XX,2023-08-20 00:00:00,2023-08-19 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37876,,5059994,1925796,XXXXXXXXX HAREFIELD ROAD RICKMANSWORTH WD3 1XX,2023-08-22 00:00:00,2023-08-20 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37871,Swindon,418168,186342,"XX Oxford Road, Swindon, SN3 4XX",2023-08-21 00:00:00,2023-08-12 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37907,,5275806,1690554,XXX LOVE LANE MITCHAM CR4 3XX,2023-09-05 00:00:00,2023-08-07 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,HIGHWAY AUTHORITY
37878,,5073929,1917798,X MOUNT VERNON COTTAGES WHITE HILL RICKMANSWORTH WD3 1XX,2023-08-25 00:00:00,2023-08-23 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,HIGHWAY AUTHORITY
27695,Reading,4681919,1744534,XX ROMSEY RD TILEHURST RG30 6XX,2023-08-25 00:00:00,2023-08-25 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
37419,,5238975,1915247,XX BITTACY ROAD LONDON NW7 1XX,2023-08-25 00:00:00,2023-08-24 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,40,HIGHWAY AUTHORITY
37886,,4473903,1652263,SANDLEFORD GROVE NEWTOWN ROAD NEWBURY RG147HA,2023-08-29 00:00:00,2023-08-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37879,,5561408,2215051,X SOUTH ROAD BISHOP'S STORTFORD CM226XX,2023-08-25 00:00:00,2023-08-25 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37889,,464214,164452,LANESWOOD MORTIMER RG7 3UW,2023-08-29 00:00:00,2023-08-26 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37887,,5094903,1528880,XXXXXXXXXXX LODGE OCKHAM ROAD SOUTH LEATHERHEAD KT246XX,2023-08-29 00:00:00,2023-08-26 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37888,,5098248,1529822,HORSLEY TOWERS OCKHAM ROAD SOUTH LEATHERHEAD KT246DU,2023-08-29 00:00:00,2023-08-26 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
36248,,417563,187875,JESUS CHURCH HIGHWORTH ROAD SWINDON SN3 4TF,2023-08-29 00:00:00,2023-08-26 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,200,TWUL (LOCAL)
37890,,435567,209722,X MARKET SQUARE WITNEY OX286XX,2023-08-29 00:00:00,2023-08-27 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,PRIVATE
37880,,5248479,2194677,XX WADNALL WAY KNEBWORTH SG3 6XX,2023-08-28 00:00:00,2023-08-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37881,,5247934,2194558,XX WADNALL WAY KNEBWORTH SG3 6XX,2023-08-28 00:00:00,2023-08-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
2345,Merton,5303939,1682476,MONTGOMERY CL MITCHAM CR4 1XT,2023-08-29 00:00:00,2023-08-27 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,CE,0,10,HIGHWAY AUTHORITY
37885,,4126880,1877098,XX CHIVES WAY SWINDON SN2 2XX,2023-08-28 00:00:00,2023-08-28 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37883,,4884472,1925130,XX HATTERS LANE HIGH WYCOMBE HP137XX,2023-08-28 00:00:00,2023-08-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37884,,4884442,1925064,XX HATTERS LANE HIGH WYCOMBE HP137XX,2023-08-28 00:00:00,2023-08-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
37882,,4883790,1924594,XX CLARENDON ROAD HIGH WYCOMBE HP137XX,2023-08-28 00:00:00,2023-08-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37892,,5426494,1817380,XX AMBASSADOR GARDENS LONDON E6 5XX,2023-08-30 00:00:00,2023-08-29 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37891,,5447410,1881384,XX LYNDHURST GARDENS ILFORD IG2 7XX,2023-08-29 00:00:00,2023-08-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TRANSFERRED ASSET (2011)
37894,,4266854,2085346,PUMP CLOSE BURFORD OX184AB,2023-08-31 00:00:00,2023-08-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37893,,4583161,2242634,XX CONIFER DRIVE BICESTER OX263XX,2023-08-30 00:00:00,2023-08-29 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TRANSFERRED ASSET (2011)
37895,,554315,192153,X MEADFARM CLOSE ROMFORD RM3 9XX,2023-08-31 00:00:00,2023-08-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,PRIVATE
37903,,4514521,2055206,FOLLY BRIDGE OXFORD OX1 4LA,2023-09-04 00:00:00,2023-09-01 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TRANSFERRED ASSET (2011)
37896,,5330807,1832226,X OSRIC PATH LONDON N1 6XX,2023-09-01 00:00:00,2023-09-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
9525,Stevenage,5246153,2241609,X ORION GATE BEDWELL CRES STEVENAGE SG1 1XX,2023-09-04 00:00:00,2023-09-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (EX S24)
37898,,519931,190839,X WOOD COURT SOUTH ROAD EDGWARE HA8 0XX,2023-09-02 00:00:00,2023-09-01 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,5,0,TWUL (LOCAL)
35732,,533626,187179,XX LIPPA COURT REIZEL CLOSE LONDON N16 5XX,2023-09-04 00:00:00,2023-09-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (EX S24)
37899,,4498535,1727435,XX FAIRCROSS THATCHAM RG189XX,2023-09-02 00:00:00,2023-09-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37897,,4979201,1622275,XX CHERTSEY ROAD WOKING GU248XX,2023-09-02 00:00:00,2023-09-01 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37904,,5143322,1693913,GARRICKS HOUSE HAMPTON COURT ROAD HAMPTON TW122EN,2023-09-04 00:00:00,2023-09-02 00:00:00,Foul F,Equipment,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37905,,5224575,1871365,XXXX NORTH CIRCULAR ROAD LONDON NW2 7XX,2023-09-04 00:00:00,2023-09-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37900,,4874196,1930716,XXX TOTTERIDGE ROAD HIGH WYCOMBE HP136XX,2023-09-03 00:00:00,2023-09-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37901,,5522116,1743536,XX NORTH ROAD DARTFORD DA1 3XX,2023-09-04 00:00:00,2023-09-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37902,,5522190,1743088,XX NORTH ROAD DARTFORD DA1 3XX,2023-09-04 00:00:00,2023-09-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37911,,507658,179599,XXX STOCKLEY CLOSE WEST DRAYTON UB7 9XX,2023-09-06 00:00:00,2023-09-05 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37906,,5389186,1713528,XXX BROMLEY ROAD BROMLEY BR1 4XX,2023-09-05 00:00:00,2023-09-05 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37912,,5293995,1751875,XX CLAPHAM COMMON SOUTH SIDE LONDON SW4 7XX,2023-09-06 00:00:00,2023-09-05 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37908,,4455187,2454384,X THE CLOSE MAIN STREET BANBURY OX171XX,2023-09-06 00:00:00,2023-09-05 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37909,,446950,166655,XX BARTHOLOMEW STREET NEWBURY RG147XX,2023-09-06 00:00:00,2023-09-05 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37910,,446333,176536,MUD LANE NEWBURY RG207JJ,2023-09-06 00:00:00,2023-09-05 00:00:00,Foul F,Equipment,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37913,,5214088,1911234,X NORTH GREEN LONDON NW9 5XX,2023-09-06 00:00:00,2023-09-06 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
4722,Enfield,5360154,1999211,XXX HERTFORD RD EN8 EN8 7XX,2023-09-06 00:00:00,2023-08-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,250,TWUL (LOCAL)
14861,Hertsmere,5153460,1976034,XXXXXX ALDENHAM RD LETCHMORE HE WD25 8XX,2023-09-08 00:00:00,2023-09-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (EX S24)
37914,,4476076,1660703,XX COURTLANDS ROAD NEWBURY RG147XX,2023-09-08 00:00:00,2023-09-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37915,,445539,245452,BADGER TERRACE MAIN STREET BANBURY OX171QU,2023-09-08 00:00:00,2023-09-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37919,,4901434,1883113,XXXXXXX NEW ROAD BOURNE END SL8 5XX,2023-09-11 00:00:00,2023-09-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
12284,Aylesbury Vale,4721519,2103231,RIVER VIEW CHURCH LA CHEARSLEY HP18 0DF,2023-09-11 00:00:00,2023-09-07 00:00:00,Foul F,Collapse,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37916,,4475690,1659970,XX GREENLANDS ROAD NEWBURY RG147XX,2023-09-08 00:00:00,2023-09-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37921,,5454496,2102079,SCHOOL LANE HARLOW CM203QA,2023-09-11 00:00:00,2023-09-08 00:00:00,Private P,Collapse,Above ground,Highways,< 1 Month,,0,0,HIGHWAY AUTHORITY
37920,,4742552,1697933,XX BRADMORE WAY READING RG6 4XX,2023-09-11 00:00:00,2023-09-09 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37917,,5110160,1659728,X CLEMENTS ROAD WALTON-ON-THAMES KT123XX,2023-09-10 00:00:00,2023-09-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37922,,5076492,1658949,XXXX LODGE WALTON LANE WEYBRIDGE KT138XX,2023-09-11 00:00:00,2023-09-10 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37918,,5210130,1719690,XXX KINGSTON VALE LONDON SW153XX,2023-09-10 00:00:00,2023-09-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
15566,Guildford,5095189,1526947,DUKE OF WELLINGTON GUILDFORD RD EAST HORSLEY KT24 6AA,2023-09-11 00:00:00,2023-09-10 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
37923,,4859000,1875000,GLOBESIDE BUSINESS PARK FIELDHOUSE LANE MARLOW SL7 1HZ,2023-09-11 00:00:00,2023-09-10 00:00:00,Foul F,Collapse,Above ground,Private Land,< 1 Month,,0,50,TWUL (LOCAL)
37923,,4859000,1875000,GLOBESIDE BUSINESS PARK FIELDHOUSE LANE MARLOW SL7 1HZ,2023-09-11 00:00:00,2023-09-09 00:00:00,Foul F,Collapse,Above ground,Private Land,< 1 Month,,0,50,TWUL (LOCAL)
37926,,512292,210245,REDBOURN ROAD ST. ALBANS AL3 6RP,2023-09-12 00:00:00,2023-09-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
37925,,5210169,1720231,XXXX COTTAGE KINGSTON VALE LONDON SW153XX,2023-09-12 00:00:00,2023-09-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37927,,4849096,1965472,LOUCHES LANE HIGH WYCOMBE HP144QH,2023-09-12 00:00:00,2023-09-11 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37930,,5309176,1847956,XX WESTBOURNE ROAD LONDON N7 8XX,2023-09-13 00:00:00,2023-09-12 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,UNKNOWN
37929,,547059,212359,TEMPLE BANK HARLOW CM202DY,2023-09-13 00:00:00,2023-09-12 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37928,,4433870,2255726,XX FOX LANE CHIPPING NORTON OX7 7XX,2023-09-12 00:00:00,2023-09-12 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37924,,4308255,2263573,XX CHURCHILL ROAD CHIPPING NORTON OX7 5XX,2023-09-12 00:00:00,2023-09-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
36741,,532157,178579,XXX WALWORTH ROAD LONDON SE1 6XX,2023-09-12 00:00:00,2023-04-30 00:00:00,Foul F,Collapse,Above ground,Public Open Space,< 1 Month,,0,100,TWUL (EX S24)
37931,,4582230,2019604,XX SOUTHEND OXFORD OX449XX,2023-09-14 00:00:00,2023-09-13 00:00:00,Foul F,Collapse,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
29361,Wycombe,4875812,1940133,XX MAYHEW CRES HIGH WYCOMBE HP13 6XX,2023-09-14 00:00:00,2023-09-13 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
2954,Basingstoke & Deane,4528881,1586631,X BASINGSTOKE RD KINGSCLERE RG20 5XX,2023-09-15 00:00:00,2023-09-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
37743,,5057056,1531177,XXXX COTTAGE RIPLEY ROAD GUILDFORD GU4 7XX,2023-09-15 00:00:00,2023-09-14 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (EX S24)
